,Mean Pitch,Mean Pitch(p),Max Pitch,Max Pitch(p),Mean Intensity,Mean Intensity(p),Max Intensity,Max Intensity(p),Jitter,Jitter(p),Shimmer,Shimmer(p),NHR,NHR(p)
4041,1.1910643535873626,0.23724022538027553,0.1255945304673273,0.900376049196244,-0.10734232537615042,0.9147930315755131,0.14532047525071673,0.8848327228719264,4.547292229337636,1.9608458819726837e-05,2.685811340388793,0.008836884033304107,1.4526824645320187,0.15032309431697607
4041,1.1910643535873626,0.11668962192526494,0.1255945304673273,0.3168352585843194,-0.10734232537615042,0.6377510210731672,0.14532047525071673,0.9897174953445003,4.547292229337636,0.004439198316700666,2.685811340388793,0.1416350052622,1.4526824645320187,0.28863234978454444
4243,2.169527570109056,0.006850065907542629,0.3487882108976108,0.00458850418900394,-0.6879354682838948,0.9691713957897177,0.18650498057927437,0.7779715896856831,1.6829776234610498,0.16990540804961207,2.932227630843237,0.0002702381730493886,2.309657167125817,0.194536084623935
4243,2.169527570109056,0.03308758576482579,0.3487882108976108,0.7281880635306532,-0.6879354682838948,0.4935341937432437,0.18650498057927437,0.852532998785863,1.6829776234610498,0.09637830674831975,2.932227630843237,0.0044153085781284815,2.309657167125817,0.023553371947567788
4243,2.7779118410942294,0.006850065907542629,2.918921196103183,0.00458850418900394,-0.03877179646485198,0.9691713957897177,0.28294101526164894,0.7779715896856831,1.385314097667582,0.16990540804961207,3.815864477216719,0.0002702381730493886,1.3085303963867343,0.194536084623935
4243,2.7779118410942294,0.03308758576482579,2.918921196103183,0.7281880635306532,-0.03877179646485198,0.4935341937432437,0.28294101526164894,0.852532998785863,1.385314097667582,0.09637830674831975,3.815864477216719,0.0044153085781284815,1.3085303963867343,0.023553371947567788
4445,1.0543510804737102,0.0880120797474087,-0.3497145787362224,0.8818937622893754,2.7134023430960097,2.867433892350841e-21,2.097197780006171,1.644650269465035e-10,1.9030588586112485,0.010557328238345234,0.40796407204093726,0.8472084887749958,2.262480574517897,0.0007561765623242534
4445,1.0543510804737102,0.2949772646810162,-0.3497145787362224,0.727495393982045,2.7134023430960097,0.008192596921505955,2.097197780006171,0.039215808098496646,1.9030588586112485,0.06072265629197626,0.40796407204093726,0.6844177347770488,2.262480574517897,0.026450138289632347
4445,1.7276309240569838,0.0880120797474087,0.1490565014055101,0.8818937622893754,13.029821958080896,2.867433892350841e-21,7.355921173487183,1.644650269465035e-10,2.6202324107402077,0.010557328238345234,0.19332307225105633,0.8472084887749958,3.506550846196127,0.0007561765623242534
4445,1.7276309240569838,0.2949772646810162,0.1490565014055101,0.727495393982045,13.029821958080896,0.008192596921505955,7.355921173487183,0.039215808098496646,2.6202324107402077,0.06072265629197626,0.19332307225105633,0.6844177347770488,3.506550846196127,0.026450138289632347
4647,4.258752208963678,0.02469096023638453,1.48702164476621,0.01870743312538396,-0.47597774190292697,0.25933495670425055,-1.8095562115816906,0.4829990785329653,0.637119778162871,0.33222460187226366,-0.12046345871385113,0.8405149573002142,0.6047396876248068,0.9507861457353617
4647,4.258752208963678,5.6852759184821674e-05,1.48702164476621,0.1410404710623826,-0.47597774190292697,0.6354207210122692,-1.8095562115816906,0.07421698470725234,0.637119778162871,0.5259124625798817,-0.12046345871385113,0.9044257893523986,0.6047396876248068,0.547107211765852
4647,2.290550254506784,0.02469096023638453,2.401510440843729,0.01870743312538396,1.136240394911338,0.25933495670425055,0.704856349441614,0.4829990785329653,0.9757099711701518,0.33222460187226366,0.2019071772325066,0.8405149573002142,0.061918472842902625,0.9507861457353617
4647,2.290550254506784,5.6852759184821674e-05,2.401510440843729,0.1410404710623826,1.136240394911338,0.6354207210122692,0.704856349441614,0.07421698470725234,0.9757099711701518,0.5259124625798817,0.2019071772325066,0.9044257893523986,0.061918472842902625,0.547107211765852
4849,0.19806696626309295,0.3675212276894134,0.7894173519317598,0.884447411031914,0.33581169017550144,0.8765159450614333,0.6681980569101075,0.6051789796673763,1.5408875977678413,0.00924910997295618,-0.23478028282544466,0.4977709747043453,-0.5361168647883852,0.6681692109843875
4849,0.19806696626309295,0.8435079737204393,0.7894173519317598,0.43226127199158537,0.33581169017550144,0.7379145021463953,0.6681980569101075,0.5059797037075926,1.5408875977678413,0.12739150850218192,-0.23478028282544466,0.8149945113919058,-0.5361168647883852,0.5934034260790234
4849,0.9063895633331994,0.3675212276894134,0.14581016811464104,0.884447411031914,-0.15589831507205035,0.8765159450614333,0.5190738134753122,0.6051789796673763,2.669104280637256,0.00924910997295618,-0.6811863833665699,0.4977709747043453,-0.4302928427353497,0.6681692109843875
4849,0.9063895633331994,0.8435079737204393,0.14581016811464104,0.43226127199158537,-0.15589831507205035,0.7379145021463953,0.5190738134753122,0.5059797037075926,2.669104280637256,0.12739150850218192,-0.6811863833665699,0.8149945113919058,-0.4302928427353497,0.5934034260790234
5051,4.7580117197721075,0.014952227328558089,2.0149551130829457,4.5917302768920635e-06,4.493054517840914,0.00032776707411982076,3.971238510832325,6.786870221756169e-06,1.509627052835574,0.012760543571757607,4.08657403608443,0.0055900109859212425,4.264444060020357,0.0021300725961354077
5051,4.7580117197721075,8.815694981930398e-06,2.0149551130829457,0.04735515332309423,4.493054517840914,2.4017895507558915e-05,3.971238510832325,0.0001581277897740319,1.509627052835574,0.13517903934426187,4.08657403608443,0.00010540419925164949,4.264444060020357,5.5691184905403074e-05
5051,2.488681418039935,0.014952227328558089,4.926677843603673,4.5917302768920635e-06,3.759006825563435,0.00032776707411982076,4.8259730941023244,6.786870221756169e-06,2.5491468127717227,0.012760543571757607,2.8500138041634577,0.0055900109859212425,3.177411172985659,0.0021300725961354077
5051,2.488681418039935,8.815694981930398e-06,4.926677843603673,0.04735515332309423,3.759006825563435,2.4017895507558915e-05,4.8259730941023244,0.0001581277897740319,2.5491468127717227,0.13517903934426187,2.8500138041634577,0.00010540419925164949,3.177411172985659,5.5691184905403074e-05
